Date,GIV00907136,GIV00907156,GIV00907176,GIV00907196,GIV00907216,GIV00907236,GIV00907276,GIV00907296,GIV00907316,GIV00907336,GIV00907356,GIV00907376,GIV00907396,GIV00907416,GIV00907436,GIV00907456,GIV00907476,GIV00907496,GIV00907516,GIV00907536,GIV00907556,GIV00907576,GIV00907596
26/04/2017,18.56087755,19.0085935,19.36292161,20.6447712,22.70155337,24.68439789,33.69536802,43.20187105,51.48892561,57.40300867,61.22561523,63.7688119,65.61232006,66.55669652,66.500513,65.67392758,65.27497493,64.18681924,60.10850954,57.45078628,54.01222151,51.33652156,49.67719584
25/04/2017,18.54670615,19.0085935,19.35136947,20.62218679,22.67944387,24.66199106,33.66892624,43.12504315,51.48892561,57.40300867,61.21707508,63.76307368,65.60781868,66.55344525,66.500513,65.67498027,65.27610573,64.18681924,60.11256746,57.45280224,54.01296129,51.33700701,49.67719584
22/04/2017,18.51833096,18.93938158,19.31665386,20.59959804,22.63520718,24.63957781,33.64247895,43.04820326,51.38636099,57.351401,61.19144725,63.75159581,65.59881451,66.55019021,66.50601,65.67603273,65.27723634,64.1981854,60.11662489,57.45884999,54.01444083,51.33700701,49.67667745
21/04/2017,18.51833096,18.9255059,19.30506229,20.53180596,22.63520718,24.57229966,33.64247895,43.02258731,51.36584305,57.33849545,61.18290217,63.75159581,65.59881451,66.54910435,66.5071085,65.6791887,65.27723634,64.20045828,60.11797725,57.45884999,54.01444083,51.33700701,49.67654785
20/04/2017,18.47568735,18.91161915,19.29346086,20.50920005,22.56880817,24.54986085,33.64247895,43.02258731,51.34532344,57.32558845,61.17435586,63.7343754,65.59881451,66.54910435,66.5082067,65.68024022,65.27723634,64.20273104,60.11797725,57.45884999,54.0166601,51.33943423,49.67641825
19/04/2017,18.46145131,18.91161915,19.2818496,20.4865899,22.5466635,24.52741568,33.51016018,43.02258731,51.34532344,57.32558845,61.16580832,63.7286343,65.59881451,66.54910435,66.5082067,65.68129151,65.28288647,64.20273104,60.11797725,57.46489755,54.01739985,51.33991966,49.67628866
18/04/2017,15.12063509,14.99742001,15.61259888,17.82463371,19.13000927,20.14694194,28.20133835,37.90145441,47.29240067,54.76772675,59.45717418,62.58825433,64.68429647,66.32449485,66.71753046,65.88369772,65.50147706,64.64583491,60.38595919,57.86161073,54.16303875,51.43548606,49.65088758
15/04/2017,15.13308826,14.9533013,15.61259888,17.85401365,19.14174812,20.19228084,28.22868029,37.90145441,47.25073864,54.74133786,59.45717418,62.59409031,64.68429647,66.32449485,66.71960428,65.88169116,65.50038797,64.65033152,60.38595919,57.86161073,54.1615611,51.43451648,49.65075798
14/04/2017,18.41867884,18.82806652,19.22364575,20.3734762,22.48019468,24.41509487,33.43070338,42.86886389,51.22217076,57.24811598,61.12305206,63.71140813,65.56277919,66.54149163,66.5147896,65.68654444,65.2862742,64.2163651,60.12744226,57.47296068,54.01887934,51.34234677,49.67564067
13/04/2017,18.37581012,18.81410248,19.21197551,20.35084101,22.41367398,24.3926118,33.35119772,42.86886389,51.20163948,57.23519882,61.11449709,63.69417764,65.56277919,66.54149163,66.5158857,65.68759432,65.28966016,64.21863702,60.12744226,57.47296068,54.01887934,51.34283218,49.67551107
04/12/2017,18.36149922,18.81410248,19.20029545,20.32820171,22.39148896,24.37012246,33.32468501,42.86886389,51.20163948,57.22228021,61.10594089,63.68843318,65.54925823,66.54149163,66.5158857,65.68864397,65.29078843,64.21863702,60.12744226,57.47900781,54.02257796,51.34331759,49.67538147
04/11/2017,18.34717767,18.81410248,19.18860559,20.30555833,22.36929823,24.34762686,33.29816691,42.86886389,51.20163948,57.22228021,61.10594089,63.68268824,65.54475031,66.53822273,66.5158857,65.68969338,65.29191649,64.21863702,60.13149786,57.48102348,54.02331768,51.343803,49.67538147
